region,movie_id,month,engagement_score,viewer_growth
West,M187,2023-09,8.1,0.0489
North,M189,2023-09,5.54,0.0127
South,M189,2023-09,7.84,-0.0227
East,M189,2023-09,5.35,0.1147
West,M189,2023-09,6.47,0.0769
North,M191,2023-09,4.97,0.0961
South,M191,2023-09,5.94,0.1338
East,M191,2023-09,4.3,-0.01
West,M191,2023-09,5.21,-0.0322
North,M192,2023-09,4.35,-0.0402
South,M192,2023-09,6.91,0.0823
East,M192,2023-09,5.75,-0.0418
West,M192,2023-09,6.32,-0.0014
North,M194,2023-09,7.72,-0.0262
South,M194,2023-09,8.38,0.1268
East,M194,2023-09,7.69,0.0937
West,M194,2023-09,8.71,0.0917
North,M195,2023-09,7.28,0.1169
South,M195,2023-09,10.0,0.0939
East,M195,2023-09,7.5,0.0751
West,M195,2023-09,10.0,0.0266
North,M199,2023-09,4.24,-0.0123
South,M199,2023-09,5.84,0.0556
East,M199,2023-09,4.96,0.0832
West,M199,2023-09,5.73,0.1111
North,M203,2023-09,5.23,0.1358
South,M203,2023-09,5.49,0.1337
East,M203,2023-09,6.29,0.1494
West,M203,2023-09,6.54,0.1041
North,M207,2023-09,4.93,0.1086
South,M207,2023-09,5.55,-0.002
East,M207,2023-09,5.37,0.0819
West,M207,2023-09,6.46,0.0863
North,M209,2023-09,6.16,0.0403
South,M209,2023-09,5.84,0.0684
East,M209,2023-09,6.6,0.0112
West,M209,2023-09,5.5,0.0504
North,M210,2023-09,4.51,-0.0385
South,M210,2023-09,4.12,0.0746
East,M210,2023-09,,-0.0411
West,M210,2023-09,5.27,0.0744
North,M211,2023-09,4.99,0.0542
South,M211,2023-09,5.01,0.018
East,M211,2023-09,5.41,0.1381
West,M211,2023-09,5.92,0.12
North,M212,2023-09,5.91,0.1339
South,M212,2023-09,5.32,0.1473
East,M212,2023-09,6.59,0.0091
West,M212,2023-09,6.29,0.0885
North,M213,2023-09,5.61,0.0731
South,M213,2023-09,5.87,0.0615
East,M213,2023-09,5.55,0.0978
West,M213,2023-09,,0.1346
North,M217,2023-09,7.32,0.1307
South,M217,2023-09,7.2,0.0857
East,M217,2023-09,5.96,0.1198
West,M217,2023-09,6.33,0.0393
North,M218,2023-09,4.43,0.0956
South,M218,2023-09,5.7,0.0432
East,M218,2023-09,6.27,-0.016
West,M218,2023-09,5.76,0.0156
North,M219,2023-09,5.93,0.1055
South,M219,2023-09,6.2,0.1376
East,M219,2023-09,5.76,-0.0448
West,M219,2023-09,6.67,0.0882
North,M220,2023-09,3.95,0.078
South,M220,2023-09,4.0,-0.039
East,M220,2023-09,4.04,0.0695
West,M220,2023-09,4.08,0.1165
North,M223,2023-09,5.49,0.1438
South,M223,2023-09,5.15,-0.0388
East,M223,2023-09,4.95,0.0353
West,M223,2023-09,6.69,-0.0077
North,M225,2023-09,5.72,-0.0183
South,M225,2023-09,4.53,0.0374
East,M225,2023-09,5.38,-0.0264
West,M225,2023-09,4.65,-0.0179
North,M101,2023-10,8.22,0.0229
South,M101,2023-10,8.3,-0.0146
East,M101,2023-10,7.76,0.0296
West,M101,2023-10,7.21,0.066
North,M103,2023-10,6.19,0.0152
South,M103,2023-10,7.04,0.0968
East,M103,2023-10,6.46,0.1001
West,M103,2023-10,6.84,0.1022
North,M105,2023-10,6.86,0.0404
South,M105,2023-10,7.12,0.1146
East,M105,2023-10,6.7,0.0084
West,M105,2023-10,7.02,0.1319
North,M111,2023-10,8.88,0.0667
South,M111,2023-10,8.69,0.0493
East,M111,2023-10,8.34,0.0621
West,M111,2023-10,8.62,-0.0395
North,M112,2023-10,5.86,0.0662
South,M112,2023-10,6.78,-0.0367
East,M112,2023-10,5.68,0.0126
West,M112,2023-10,5.21,0.0163
North,M113,2023-10,,0.1245
South,M113,2023-10,7.75,0.0721
East,M113,2023-10,8.14,0.0959
West,M113,2023-10,7.0,0.0877
North,M116,2023-10,,0.1404
South,M116,2023-10,5.88,0.1064
East,M116,2023-10,6.76,-0.0437
West,M116,2023-10,5.69,0.1026
North,M119,2023-10,7.48,0.0759
South,M119,2023-10,7.14,-0.0184
East,M119,2023-10,7.49,0.1032
West,M119,2023-10,8.44,-0.0151
North,M122,2023-10,10.0,0.0031
South,M122,2023-10,10.0,0.1258
East,M122,2023-10,8.77,-0.0013
West,M122,2023-10,10.0,0.1243
North,M124,2023-10,7.57,0.1206
South,M124,2023-10,7.81,-0.0305
East,M124,2023-10,7.9,0.0052
West,M124,2023-10,8.06,-0.0019
North,M125,2023-10,8.85,0.1295
South,M125,2023-10,8.86,0.05
East,M125,2023-10,8.21,0.0755
West,M125,2023-10,8.09,0.1005
North,M127,2023-10,7.3,0.1388
South,M127,2023-10,6.56,0.07
East,M127,2023-10,7.12,0.0931
West,M127,2023-10,6.02,-0.0241
North,M128,2023-10,6.59,-0.0369
South,M128,2023-10,5.01,0.1008
East,M128,2023-10,7.5,-0.0255
West,M128,2023-10,5.41,-0.0022
North,M131,2023-10,6.85,0.0586
South,M131,2023-10,5.82,-0.0392
East,M131,2023-10,7.34,0.1491
West,M131,2023-10,5.03,0.077
North,M133,2023-10,7.77,0.13
South,M133,2023-10,7.51,0.1194
East,M133,2023-10,8.29,0.1053
West,M133,2023-10,6.0,0.1484
North,M137,2023-10,7.89,-0.0164
South,M137,2023-10,5.32,-0.0467
East,M137,2023-10,8.2,-0.032
West,M137,2023-10,6.32,0.1352
North,M143,2023-10,7.16,-0.0428
South,M143,2023-10,5.58,0.0149
East,M143,2023-10,6.41,-0.0261
West,M143,2023-10,6.63,-0.0404
North,M144,2023-10,10.0,0.0395
South,M144,2023-10,,0.1172
East,M144,2023-10,10.0,0.1491
West,M144,2023-10,9.01,0.1215
North,M146,2023-10,7.4,0.0348
South,M146,2023-10,5.39,0.023
East,M146,2023-10,6.79,0.0025
West,M146,2023-10,6.56,0.1196
North,M147,2023-10,7.18,0.022
South,M147,2023-10,6.47,-0.018
East,M147,2023-10,7.48,0.0318
West,M147,2023-10,6.05,-0.0227
North,M150,2023-10,8.46,0.1141
South,M150,2023-10,6.13,0.1282
East,M150,2023-10,8.46,-0.0458
West,M150,2023-10,6.4,0.0349
North,M152,2023-10,3.66,-0.0049
South,M152,2023-10,7.33,-0.0446
East,M152,2023-10,4.87,0.0231
West,M152,2023-10,4.8,0.0667
North,M154,2023-10,3.32,-0.0089
South,M154,2023-10,4.81,-0.0111
East,M154,2023-10,3.34,0.0346
West,M154,2023-10,3.06,0.1233
North,M156,2023-10,4.66,0.0885
South,M156,2023-10,5.68,0.0447
East,M156,2023-10,4.68,-0.0495
West,M156,2023-10,4.39,0.1067
North,M160,2023-10,4.11,-0.0325
South,M160,2023-10,5.85,0.0447
East,M160,2023-10,3.38,-0.018
West,M160,2023-10,3.14,-0.0167
North,M161,2023-10,4.14,-0.0475
South,M161,2023-10,7.14,-0.0303
East,M161,2023-10,4.95,0.0703
West,M161,2023-10,4.45,0.0471
North,M163,2023-10,4.5,0.1183
South,M163,2023-10,6.07,0.1395
East,M163,2023-10,3.22,0.0515
West,M163,2023-10,3.16,0.011
North,M167,2023-10,4.38,0.0933
South,M167,2023-10,7.01,0.0482
East,M167,2023-10,4.89,-0.0304
West,M167,2023-10,5.1,0.0452
North,M168,2023-10,5.36,0.0082
South,M168,2023-10,6.18,0.1483
East,M168,2023-10,4.94,0.1063
West,M168,2023-10,5.02,-0.0172
North,M169,2023-10,3.63,-0.0413
South,M169,2023-10,5.17,0.0807
East,M169,2023-10,4.98,0.0754
West,M169,2023-10,3.28,0.0852
North,M172,2023-10,3.38,0.1474
South,M172,2023-10,6.56,0.0978
East,M172,2023-10,3.91,0.0914
West,M172,2023-10,4.24,-0.0054
North,M174,2023-10,5.23,-0.0035
South,M174,2023-10,6.37,-0.0406
East,M174,2023-10,4.65,-0.0188
West,M174,2023-10,5.3,0.0733
North,M181,2023-10,6.76,0.0308
South,M181,2023-10,7.47,0.0403
East,M181,2023-10,6.92,-0.0413
West,M181,2023-10,7.59,-0.0235
North,M182,2023-10,4.02,0.0813
South,M182,2023-10,6.11,0.0772
East,M182,2023-10,5.33,-0.0195
West,M182,2023-10,6.4,0.0892
North,M186,2023-10,6.2,0.0766
South,M186,2023-10,5.98,0.0013
East,M186,2023-10,5.63,0.0877
West,M186,2023-10,7.75,0.0152
North,M187,2023-10,6.88,-0.0335
South,M187,2023-10,9.03,0.1381
East,M187,2023-10,7.57,0.0043
West,M187,2023-10,9.2,0.0971
North,M189,2023-10,5.4,0.0432
South,M189,2023-10,6.19,-0.039
East,M189,2023-10,5.5,0.0113
West,M189,2023-10,6.15,0.1173
North,M191,2023-10,4.81,0.0674
South,M191,2023-10,7.11,0.0151
East,M191,2023-10,5.73,0.011
West,M191,2023-10,6.62,0.0119
North,M192,2023-10,4.2,0.0136
South,M192,2023-10,5.96,0.0523
East,M192,2023-10,5.08,0.0288
West,M192,2023-10,6.08,0.127
North,M194,2023-10,6.46,0.0
South,M194,2023-10,8.76,0.0616
East,M194,2023-10,5.55,0.0692
West,M194,2023-10,7.25,0.0719
North,M195,2023-10,7.06,0.0554
South,M195,2023-10,7.94,0.0467
East,M195,2023-10,7.16,0.1493
West,M195,2023-10,8.18,0.0003
North,M199,2023-10,4.35,-0.0172
South,M199,2023-10,5.95,0.1092
East,M199,2023-10,5.48,0.0855
West,M199,2023-10,5.86,0.0076
North,M203,2023-10,5.25,0.123
South,M203,2023-10,5.88,0.0389
East,M203,2023-10,6.8,0.0191
West,M203,2023-10,6.62,0.085
North,M207,2023-10,6.31,-0.0031
South,M207,2023-10,6.44,0.0828
East,M207,2023-10,5.71,0.0412
West,M207,2023-10,5.05,-0.0306
North,M209,2023-10,4.97,0.0559
South,M209,2023-10,6.9,0.0213
East,M209,2023-10,6.82,0.1071
West,M209,2023-10,6.91,-0.0182
North,M210,2023-10,6.61,0.11
South,M210,2023-10,7.98,-0.03
East,M210,2023-10,6.56,0.103
West,M210,2023-10,7.56,0.0532
North,M211,2023-10,5.28,-0.0255
South,M211,2023-10,4.06,0.0741
East,M211,2023-10,4.22,0.1136
West,M211,2023-10,5.28,-0.023
North,M212,2023-10,6.03,-0.0121
South,M212,2023-10,6.06,0.0812
East,M212,2023-10,6.71,0.1122
West,M212,2023-10,5.13,0.0854
North,M213,2023-10,6.18,0.039
South,M213,2023-10,6.01,0.1157
East,M213,2023-10,6.5,-0.0069
West,M213,2023-10,5.34,-0.0108
North,M217,2023-10,6.52,0.1198
South,M217,2023-10,7.0,-0.0338
East,M217,2023-10,6.74,-0.005
West,M217,2023-10,6.02,0.0087
North,M218,2023-10,5.02,0.0811
South,M218,2023-10,5.89,-0.0159
East,M218,2023-10,5.07,0.1178
West,M218,2023-10,6.04,-0.0262
North,M219,2023-10,5.13,-0.0166
South,M219,2023-10,5.85,0.1385
East,M219,2023-10,5.72,-0.0344
West,M219,2023-10,5.15,0.0638
North,M223,2023-10,5.73,-0.0142
South,M223,2023-10,6.25,0.0082
East,M223,2023-10,5.97,-0.0425
West,M223,2023-10,5.49,0.1129
North,M224,2023-10,6.67,0.0581
South,M224,2023-10,6.13,0.0631
East,M224,2023-10,6.94,-0.0287
West,M224,2023-10,6.77,-0.0387
North,M225,2023-10,4.39,-0.0395
South,M225,2023-10,4.73,0.1003
East,M225,2023-10,5.11,-0.0266
West,M225,2023-10,5.91,0.0278
North,M101,2023-11,7.02,-0.0316
South,M101,2023-11,8.31,0.0272
East,M101,2023-11,7.16,0.0443
West,M101,2023-11,6.96,0.1363
North,M103,2023-11,6.85,0.0597
South,M103,2023-11,7.62,0.0778
East,M103,2023-11,7.49,0.0594
West,M103,2023-11,7.5,-0.0351
North,M105,2023-11,6.72,0.1352
South,M105,2023-11,6.16,-0.0344
East,M105,2023-11,6.26,0.1465
West,M105,2023-11,6.89,0.1151
North,M106,2023-11,7.09,0.0543
South,M106,2023-11,6.96,0.141
East,M106,2023-11,8.34,0.0261
West,M106,2023-11,7.36,-0.0426
North,M111,2023-11,8.44,0.0614
South,M111,2023-11,8.74,-0.018
East,M111,2023-11,8.87,0.0152
West,M111,2023-11,8.58,0.0173
North,M112,2023-11,6.53,0.0057
South,M112,2023-11,5.65,0.0365
East,M112,2023-11,5.08,0.1299
West,M112,2023-11,6.8,0.027
North,M113,2023-11,7.64,0.1351
South,M113,2023-11,8.97,0.1363
East,M113,2023-11,8.08,0.0011
West,M113,2023-11,8.04,0.0991
North,M116,2023-11,5.36,0.0896
South,M116,2023-11,5.88,0.0788
East,M116,2023-11,6.28,0.0211
West,M116,2023-11,6.61,0.1012
North,M118,2023-11,7.45,0.0884
South,M118,2023-11,7.58,0.0021
East,M118,2023-11,8.84,0.0709
West,M118,2023-11,7.93,-0.0041
North,M119,2023-11,6.83,0.142
South,M119,2023-11,8.52,0.0794
East,M119,2023-11,7.24,0.0523
West,M119,2023-11,7.63,-0.0362
North,M122,2023-11,7.38,0.026
South,M122,2023-11,7.21,0.0632
East,M122,2023-11,7.26,-0.0308
West,M122,2023-11,8.01,0.0864
North,M124,2023-11,6.91,-0.049
South,M124,2023-11,7.05,0.0022
East,M124,2023-11,8.04,0.1451
West,M124,2023-11,6.48,0.1175
North,M125,2023-11,7.08,-0.0018
South,M125,2023-11,8.08,0.1285
East,M125,2023-11,9.0,0.1399
West,M125,2023-11,7.88,0.0767
North,M127,2023-11,7.5,0.0398
South,M127,2023-11,5.98,0.0466
East,M127,2023-11,6.86,0.1344
West,M127,2023-11,6.11,-0.0384
North,M128,2023-11,8.12,0.0269
South,M128,2023-11,5.17,0.0307
East,M128,2023-11,7.09,0.1272
West,M128,2023-11,5.89,0.0886
North,M131,2023-11,7.93,0.0782
South,M131,2023-11,5.32,0.1353
East,M131,2023-11,7.62,0.1019
West,M131,2023-11,4.67,0.0587
North,M133,2023-11,8.21,0.0849
South,M133,2023-11,7.31,0.0246
East,M133,2023-11,7.62,0.0705
West,M133,2023-11,5.91,-0.0183
North,M137,2023-11,7.21,0.0791
South,M137,2023-11,6.16,-0.0191
East,M137,2023-11,7.31,0.1299
West,M137,2023-11,,-0.0206
North,M143,2023-11,7.89,0.0236
South,M143,2023-11,5.84,0.0136
East,M143,2023-11,7.9,0.0472
West,M143,2023-11,5.52,0.1129
North,M144,2023-11,7.06,0.0253
South,M144,2023-11,5.58,-0.037
East,M144,2023-11,7.6,0.1081
West,M144,2023-11,5.35,-0.0185
North,M146,2023-11,7.14,0.0078
South,M146,2023-11,5.71,0.0486
East,M146,2023-11,7.07,0.0637
West,M146,2023-11,5.83,0.096
North,M147,2023-11,4.11,0.0683
South,M147,2023-11,1.82,0.0412
East,M147,2023-11,4.23,0.1001
West,M147,2023-11,3.64,0.0738
North,M150,2023-11,7.25,0.1167
South,M150,2023-11,6.37,0.0452
East,M150,2023-11,8.44,0.1442
West,M150,2023-11,5.4,0.0642
North,M152,2023-11,4.0,-0.0161
South,M152,2023-11,6.45,-0.0331
East,M152,2023-11,3.74,0.0719
West,M152,2023-11,5.01,0.0084
North,M154,2023-11,2.7,-0.039
South,M154,2023-11,5.38,0.0759
East,M154,2023-11,4.07,0.0987
West,M154,2023-11,,-0.0312
North,M156,2023-11,3.96,-0.0013
South,M156,2023-11,,-0.0375
East,M156,2023-11,,-0.0201
West,M156,2023-11,3.18,-0.0161
North,M160,2023-11,3.75,0.1248
South,M160,2023-11,6.62,-0.0308
East,M160,2023-11,4.45,0.1433
West,M160,2023-11,3.11,0.0592
North,M161,2023-11,3.65,-0.0108
South,M161,2023-11,6.08,-0.049
East,M161,2023-11,4.28,0.0732
West,M161,2023-11,5.32,-0.0421
North,M163,2023-11,4.68,0.011
South,M163,2023-11,4.56,0.1054
East,M163,2023-11,3.57,0.0617
West,M163,2023-11,4.21,0.0635
North,M167,2023-11,3.95,0.144
South,M167,2023-11,6.61,0.0762
East,M167,2023-11,3.68,-0.0283
West,M167,2023-11,5.23,0.1235
North,M168,2023-11,4.08,0.1208
South,M168,2023-11,7.49,0.0132
East,M168,2023-11,3.84,0.0051
West,M168,2023-11,5.25,-0.0333
North,M169,2023-11,4.41,-0.0216
South,M169,2023-11,5.99,0.0773
East,M169,2023-11,3.47,0.1395
West,M169,2023-11,4.61,-0.0496
North,M172,2023-11,5.08,0.1437
South,M172,2023-11,6.57,-0.0069
East,M172,2023-11,5.25,-0.0269
West,M172,2023-11,4.25,0.0506
North,M174,2023-11,4.08,0.0873
South,M174,2023-11,,-0.0467
East,M174,2023-11,3.27,0.1104
West,M174,2023-11,3.35,0.1056
North,M181,2023-11,6.34,0.0964
South,M181,2023-11,8.77,0.0536
East,M181,2023-11,5.84,0.0478
West,M181,2023-11,7.16,0.073
North,M182,2023-11,3.98,0.0099
South,M182,2023-11,5.98,0.0657
East,M182,2023-11,4.67,0.0398
West,M182,2023-11,6.79,0.0257
North,M186,2023-11,5.7,0.0918
South,M186,2023-11,7.5,0.0124
East,M186,2023-11,5.66,0.1461
West,M186,2023-11,5.88,0.0486
North,M187,2023-11,7.4,0.1495
South,M187,2023-11,7.69,0.1161
East,M187,2023-11,6.07,0.0029
West,M187,2023-11,7.64,0.0436
North,M189,2023-11,5.8,0.0876
South,M189,2023-11,7.51,0.0189
East,M189,2023-11,4.88,0.0993
West,M189,2023-11,6.14,0.0542
North,M192,2023-11,5.71,-0.0208
South,M192,2023-11,6.83,0.0437
East,M192,2023-11,4.76,0.0014
West,M192,2023-11,6.73,-0.0244
North,M194,2023-11,7.33,0.1041
South,M194,2023-11,7.84,0.0111
East,M194,2023-11,6.87,-0.0122
West,M194,2023-11,8.72,-0.0189
North,M195,2023-11,5.03,0.0269
South,M195,2023-11,6.94,0.143
East,M195,2023-11,5.42,-0.0098
West,M195,2023-11,8.27,0.1457
North,M199,2023-11,4.42,0.1079
South,M199,2023-11,6.11,0.0198
East,M199,2023-11,4.99,0.1472
West,M199,2023-11,6.99,0.1427
North,M203,2023-11,6.23,0.1041
South,M203,2023-11,6.04,0.1303
East,M203,2023-11,,0.1074
West,M203,2023-11,5.15,0.0594
North,M207,2023-11,4.76,0.0771
South,M207,2023-11,5.81,0.0723
East,M207,2023-11,6.34,0.0464
West,M207,2023-11,4.55,0.1253
North,M209,2023-11,5.21,0.0997
South,M209,2023-11,6.04,0.1175
East,M209,2023-11,5.4,0.0719
West,M209,2023-11,5.3,0.0216
North,M210,2023-11,4.88,0.031
South,M210,2023-11,4.03,0.0253
East,M210,2023-11,5.75,0.0775
West,M210,2023-11,4.0,0.1141
North,M211,2023-11,4.99,-0.0226
South,M211,2023-11,5.52,-0.0423
East,M211,2023-11,5.65,-0.0315
West,M211,2023-11,3.84,0.003
North,M212,2023-11,5.3,0.0419
South,M212,2023-11,5.31,0.0855
East,M212,2023-11,5.53,-0.0208
West,M212,2023-11,6.14,0.0607
North,M213,2023-11,6.19,0.0265
South,M213,2023-11,4.91,0.0287
East,M213,2023-11,5.41,0.089
West,M213,2023-11,4.72,-0.0342
North,M217,2023-11,5.27,0.1219
South,M217,2023-11,6.16,0.1222
East,M217,2023-11,7.14,0.0032
West,M217,2023-11,7.11,0.0942
North,M218,2023-11,4.81,-0.0439
South,M218,2023-11,4.98,0.0015
East,M218,2023-11,4.99,0.1381
West,M218,2023-11,5.24,0.131
North,M219,2023-11,5.49,0.0326
South,M219,2023-11,5.08,0.0881
East,M219,2023-11,5.93,0.1317
West,M219,2023-11,6.22,0.0069
North,M223,2023-11,5.58,0.1081
South,M223,2023-11,5.22,-0.0233
East,M223,2023-11,5.65,0.1102
West,M223,2023-11,4.96,0.1134
North,M224,2023-11,6.82,0.1385
South,M224,2023-11,6.99,0.1095
East,M224,2023-11,6.59,-0.0447
West,M224,2023-11,7.21,-0.0256
North,M225,2023-11,4.5,0.0683
South,M225,2023-11,5.28,0.1159
East,M225,2023-11,5.43,0.11
West,M225,2023-11,5.23,0.1172
North,M101,2023-12,6.72,0.0907
South,M101,2023-12,7.75,-0.0244
East,M101,2023-12,8.15,0.1199
West,M101,2023-12,7.09,0.1102
North,M103,2023-12,7.7,-0.0483
South,M103,2023-12,7.34,-0.0244
East,M103,2023-12,6.54,-0.0109
West,M103,2023-12,6.52,0.1233
North,M105,2023-12,6.2,0.0409
South,M105,2023-12,7.11,-0.0064
East,M105,2023-12,5.81,0.0123
West,M105,2023-12,6.52,0.1113
North,M106,2023-12,7.23,0.0976
South,M106,2023-12,7.22,-0.0256
East,M106,2023-12,7.46,0.0614
West,M106,2023-12,7.81,0.1165
North,M111,2023-12,8.05,-0.0327
South,M111,2023-12,7.64,-0.0059
East,M111,2023-12,7.77,-0.036
West,M111,2023-12,8.65,0.1402
North,M112,2023-12,6.87,0.1292
South,M112,2023-12,6.44,-0.0332
East,M112,2023-12,5.21,0.1142
West,M112,2023-12,6.18,0.1489
North,M113,2023-12,7.54,0.1317
South,M113,2023-12,7.31,0.0061
East,M113,2023-12,8.23,-0.0251
West,M113,2023-12,7.05,0.0788
North,M116,2023-12,6.27,0.0341
South,M116,2023-12,6.1,0.0451
East,M116,2023-12,5.62,0.0444
West,M116,2023-12,5.7,0.0294
North,M118,2023-12,7.76,0.0886
South,M118,2023-12,7.76,0.139
East,M118,2023-12,6.95,0.0732
West,M118,2023-12,7.09,-0.0243
North,M119,2023-12,8.2,0.1211
South,M119,2023-12,7.53,0.1222
East,M119,2023-12,7.32,0.1143
West,M119,2023-12,7.21,0.131
North,M121,2023-12,6.98,0.0774
South,M121,2023-12,7.89,-0.0443
East,M121,2023-12,7.58,-0.0301
West,M121,2023-12,6.89,0.0813
North,M122,2023-12,6.71,0.1454
South,M122,2023-12,7.19,0.0239
East,M122,2023-12,6.93,-0.0157
West,M122,2023-12,7.88,0.1138
North,M124,2023-12,6.91,0.129
South,M124,2023-12,7.79,-0.0019
East,M124,2023-12,7.36,-0.0343
West,M124,2023-12,7.46,0.0863
North,M125,2023-12,8.75,0.124
South,M125,2023-12,6.9,0.0085
East,M125,2023-12,7.51,0.1295
West,M125,2023-12,7.74,0.1341
North,M127,2023-12,7.05,0.1297
South,M127,2023-12,6.65,0.1083
East,M127,2023-12,8.55,-0.0306
West,M127,2023-12,5.5,0.1271
North,M128,2023-12,7.18,0.1278
South,M128,2023-12,6.36,0.0165
East,M128,2023-12,8.2,0.0511
West,M128,2023-12,5.71,0.0406
North,M131,2023-12,6.26,0.1233
South,M131,2023-12,4.54,0.0264
East,M131,2023-12,7.0,0.0651
West,M131,2023-12,5.85,0.1373
North,M133,2023-12,8.78,0.1397
South,M133,2023-12,6.27,0.0245
East,M133,2023-12,9.08,-0.0228
West,M133,2023-12,6.95,0.0042
North,M135,2023-12,7.94,-0.0372
South,M135,2023-12,7.06,0.1005
East,M135,2023-12,8.25,0.0541
West,M135,2023-12,6.74,0.0666
North,M137,2023-12,8.67,-0.0489
South,M137,2023-12,5.39,-0.0189
East,M137,2023-12,8.93,0.0275
West,M137,2023-12,5.68,-0.0256
North,M143,2023-12,6.99,0.0763
South,M143,2023-12,5.11,-0.031
East,M143,2023-12,7.75,0.0618
West,M143,2023-12,6.53,0.0569
North,M144,2023-12,8.61,0.0327
South,M144,2023-12,5.05,0.141
East,M144,2023-12,7.79,0.0342
West,M144,2023-12,5.06,0.143
North,M145,2023-12,8.88,0.1184
South,M145,2023-12,7.44,-0.0238
East,M145,2023-12,9.21,-0.0243
West,M145,2023-12,6.98,0.0521
North,M146,2023-12,7.79,0.0307
South,M146,2023-12,5.24,-0.0339
East,M146,2023-12,7.87,-0.0088
West,M146,2023-12,6.06,0.0422
North,M147,2023-12,10.0,-0.0021
South,M147,2023-12,7.4,0.0988
East,M147,2023-12,10.0,-0.0135
West,M147,2023-12,8.72,-0.0006
North,M150,2023-12,7.76,-0.0375
South,M150,2023-12,6.71,0.0141
East,M150,2023-12,8.28,0.1048
West,M150,2023-12,5.2,-0.0281
North,M152,2023-12,3.77,0.0159
South,M152,2023-12,6.5,-0.0156
East,M152,2023-12,3.62,0.139
West,M152,2023-12,4.01,0.0167
North,M154,2023-12,3.35,-0.0475
South,M154,2023-12,5.71,0.0332
East,M154,2023-12,4.24,0.0152
West,M154,2023-12,3.58,0.0356
North,M156,2023-12,3.69,0.0578
South,M156,2023-12,5.12,0.121
East,M156,2023-12,4.04,0.0615
West,M156,2023-12,3.42,0.1289
North,M160,2023-12,4.74,0.1379
South,M160,2023-12,6.61,-0.042
East,M160,2023-12,4.48,0.1039
West,M160,2023-12,3.61,0.1028
North,M161,2023-12,4.38,0.0909
South,M161,2023-12,6.53,0.0739
East,M161,2023-12,5.46,-0.0062
West,M161,2023-12,4.6,0.0459
North,M163,2023-12,4.96,-0.0326
South,M163,2023-12,6.89,0.1103
East,M163,2023-12,5.65,0.1054
West,M163,2023-12,4.47,-0.0325
North,M165,2023-12,4.57,0.1154
South,M165,2023-12,6.12,0.1455
East,M165,2023-12,4.97,0.1178
West,M165,2023-12,4.46,0.1398
North,M167,2023-12,5.14,0.1136
South,M167,2023-12,6.93,0.1284
East,M167,2023-12,4.06,0.0381
West,M167,2023-12,4.96,0.0123
North,M168,2023-12,3.9,0.1292
South,M168,2023-12,7.2,0.0671
East,M168,2023-12,5.52,0.1024
West,M168,2023-12,4.75,-0.039
North,M169,2023-12,3.03,0.1329
South,M169,2023-12,4.88,0.0171
East,M169,2023-12,4.51,0.0972
West,M169,2023-12,3.23,-0.0104
North,M172,2023-12,4.55,0.1419
South,M172,2023-12,5.04,-0.0478
East,M172,2023-12,3.88,0.0371
West,M172,2023-12,3.81,0.0503
North,M174,2023-12,3.77,0.0516
South,M174,2023-12,6.58,0.0434
East,M174,2023-12,4.34,0.0199
West,M174,2023-12,4.24,0.0483
North,M181,2023-12,7.21,0.0901
South,M181,2023-12,8.38,0.1248
East,M181,2023-12,5.91,0.0703
West,M181,2023-12,8.01,0.1235
North,M186,2023-12,4.32,0.0917
South,M186,2023-12,7.39,0.0777
East,M186,2023-12,5.35,-0.0458
West,M186,2023-12,7.23,0.0945
North,M187,2023-12,6.92,-0.0234
South,M187,2023-12,8.05,0.0295
East,M187,2023-12,6.49,0.1442
West,M187,2023-12,9.03,0.0103
North,M189,2023-12,6.92,0.1384
South,M189,2023-12,10.0,0.0783
East,M189,2023-12,8.88,0.1332
West,M189,2023-12,9.38,0.101
North,M192,2023-12,4.24,0.0314
South,M192,2023-12,7.14,-0.0054
East,M192,2023-12,4.84,0.0064
West,M192,2023-12,6.2,-0.0003
North,M194,2023-12,7.35,0.0335
South,M194,2023-12,8.35,0.058
East,M194,2023-12,6.95,0.0859
West,M194,2023-12,7.3,0.0456
North,M195,2023-12,5.71,0.0543
South,M195,2023-12,7.48,-0.036
East,M195,2023-12,6.5,0.0322
West,M195,2023-12,7.39,0.0773
North,M199,2023-12,5.86,0.0762
South,M199,2023-12,6.23,0.0061
East,M199,2023-12,4.59,0.0189
West,M199,2023-12,5.82,0.0524
North,M203,2023-12,5.42,0.0617
South,M203,2023-12,6.7,0.0672
East,M203,2023-12,6.77,0.136
West,M203,2023-12,5.39,-0.0399
North,M207,2023-12,5.5,0.1345
South,M207,2023-12,5.09,-0.0441
East,M207,2023-12,4.81,0.0855
West,M207,2023-12,4.53,0.0003
North,M209,2023-12,6.75,0.0946
South,M209,2023-12,5.42,0.1134
East,M209,2023-12,5.28,0.1269
West,M209,2023-12,5.86,0.0645
North,M210,2023-12,5.0,-0.0175
South,M210,2023-12,4.18,0.1265
East,M210,2023-12,5.24,0.1129
West,M210,2023-12,5.49,-0.0218
North,M212,2023-12,6.81,-0.0303
South,M212,2023-12,6.55,0.0491
East,M212,2023-12,5.45,-0.0338
West,M212,2023-12,5.6,0.046
North,M213,2023-12,5.11,0.1366
South,M213,2023-12,5.81,-0.034
East,M213,2023-12,4.73,0.0825
West,M213,2023-12,5.89,0.0279
North,M217,2023-12,5.04,0.0898
South,M217,2023-12,6.83,0.0721
